VIN,YEAR,MAKE_NAME,MODEL_NAME,SERIES_NAME,ODOMETER,GRADE,MATURITY_DATE,RESIDUAL,GROUNDING_DATE,DEALER_NAME,DEALER_CODE,LOCATION,STATE,ZIPCODE,TERM_TYPE,TERM,CURRENT_ITERATION,BLACKBOOK_RETAIL_CLEAN_AMOUNT,BATCH_ID
VIN_XXXXXXXXXX531,2022,HYUNDAI,IONIQ 5,SE,41603,C,10/22/2025,15850,12/15/2025,Dealer_RR,D044,"Hartford, CT",CT,6103,ET,13,3,28800,BATCH_002
VIN_XXXXXXXXXX532,2023,HYUNDAI,IONIQ 5,Limited,24694,B,2/1/2026,21300,11/12/2025,Dealer_M,D013,"Dallas, TX",TX,75201,FT,13,2,34000,BATCH_001
VIN_XXXXXXXXXX533,2024,HYUNDAI,IONIQ 5,SEL,12097,A,1/22/2026,23100,12/12/2025,Dealer_PP,D042,"Milwaukee, WI",WI,53201,FT,13,1,36500,BATCH_003
VIN_XXXXXXXXXX534,2024,HYUNDAI,IONIQ 5,SEL,9264,A,11/28/2025,22650,1/18/2026,Dealer_K,D011,"Des Moines, IA",IA,50309,FT,13,1,36100,BATCH_001
VIN_XXXXXXXXXX535,2023,HYUNDAI,IONIQ 5,Limited,25794,B,2/1/2026,22750,11/8/2025,Dealer_CC,D029,"Jackson, MS",MS,39201,FT,13,2,36150,BATCH_001
VIN_XXXXXXXXXX536,2022,HYUNDAI,IONIQ 5,SE,34481,C,12/30/2025,13800,10/25/2025,Dealer_JJ,D036,"San Diego, CA",CA,92101,ET,13,3,25050,BATCH_002
VIN_XXXXXXXXXX537,2024,HYUNDAI,IONIQ 5,SEL,11836,A,12/5/2025,21850,1/12/2026,Dealer_C,D003,"Albuquerque, NM",NM,87101,FT,13,1,34400,BATCH_001
VIN_XXXXXXXXXX538,2023,HYUNDAI,IONIQ 5,Limited,25425,B,11/25/2025,16950,1/25/2026,Dealer_L,D012,"Baton Rouge, LA",LA,70801,FT,13,2,27100,BATCH_001
VIN_XXXXXXXXXX539,2023,HYUNDAI,IONIQ 5,Limited,23900,A,1/30/2026,24100,12/3/2025,Dealer_F,D006,"Olympia, WA",WA,98501,FT,13,2,38300,BATCH_001
VIN_XXXXXXXXXX540,2022,HYUNDAI,IONIQ 5,SE,30192,B,12/12/2025,17600,10/25/2025,Dealer_L,D012,"Baton Rouge, LA",LA,70801,FT,13,4,29350,BATCH_002
VIN_XXXXXXXXXX541,2024,HYUNDAI,IONIQ 5,SEL,7918,A,1/25/2026,26850,11/30/2025,Dealer_AA,D027,"Nashville, TN",TN,37201,ET,13,1,42950,BATCH_003
VIN_XXXXXXXXXX542,2022,HYUNDAI,IONIQ 5,SE,40676,C,12/18/2025,14550,10/28/2025,Dealer_BB,D028,"Kansas City, MO",MO,64101,ET,13,3,26450,BATCH_002
VIN_XXXXXXXXXX543,2022,HYUNDAI,IONIQ 5,SE,29502,B,10/25/2025,17450,12/25/2025,Dealer_JJ,D036,"San Diego, CA",CA,92101,ET,13,4,29200,BATCH_002
VIN_XXXXXXXXXX544,2023,HYUNDAI,IONIQ 5,Limited,23151,B,11/12/2025,23050,1/22/2026,Dealer_B,D002,"Sacramento, CA",CA,95814,FT,13,2,36600,BATCH_001
VIN_XXXXXXXXXX545,2024,HYUNDAI,IONIQ 5,SEL,10785,A,12/20/2025,22350,10/30/2025,Dealer_XX,D050,"Salem, OR",OR,97301,ET,13,1,35150,BATCH_003
VIN_XXXXXXXXXX546,2023,HYUNDAI,IONIQ 5,Limited,21085,A,12/8/2025,19750,11/25/2025,Dealer_GG,D033,"Los Angeles, CA",CA,90210,FT,13,2,31200,BATCH_001
VIN_XXXXXXXXXX547,2024,HYUNDAI,IONIQ 5,SEL,10793,A,10/30/2025,21000,2/1/2026,Dealer_MM,D039,"Buffalo, NY",NY,14201,FT,13,1,33250,BATCH_003
VIN_XXXXXXXXXX548,2023,HYUNDAI,IONIQ 5,Limited,27468,B,1/25/2026,20100,12/22/2025,Dealer_W,D023,"Atlanta, GA",GA,30303,ET,13,2,31950,BATCH_001
VIN_XXXXXXXXXX549,2022,HYUNDAI,IONIQ 5,SE,32639,C,12/12/2025,17150,10/30/2025,Dealer_DD,D030,"San Antonio, TX",TX,78201,FT,13,3,30900,BATCH_002
VIN_XXXXXXXXXX550,2023,HYUNDAI,IONIQ 5,Limited,27642,B,1/28/2026,21550,11/18/2025,Dealer_JJ,D036,"San Diego, CA",CA,92101,ET,13,2,34300,BATCH_001
VIN_XXXXXXXXXX551,2022,HYUNDAI,IONIQ 5,SE,37762,B,11/25/2025,15100,2/2/2026,Dealer_X,D024,"Helena, MT",MT,59601,FT,13,4,25400,BATCH_002
VIN_XXXXXXXXXX552,2023,HYUNDAI,IONIQ 5,Limited,31727,B,1/25/2026,21350,11/5/2025,Dealer_A,D001,"Portland, OR",OR,97201,ET,13,2,34050,BATCH_001
VIN_XXXXXXXXXX553,2023,HYUNDAI,IONIQ 5,Limited,25803,B,1/20/2026,17900,12/10/2025,Dealer_II,D035,"Denver, CO",CO,80202,FT,13,2,28500,BATCH_001
VIN_XXXXXXXXXX554,2022,HYUNDAI,IONIQ 5,SE,35188,B,12/18/2025,20100,10/25/2025,Dealer_K,D011,"Des Moines, IA",IA,50309,ET,13,4,34000,BATCH_002
VIN_XXXXXXXXXX555,2023,HYUNDAI,IONIQ 5,Limited,17716,A,11/25/2025,22150,12/25/2025,Dealer_R,D018,"Wilmington, DE",DE,19801,FT,13,2,34700,BATCH_001
VIN_XXXXXXXXXX556,2022,HYUNDAI,IONIQ 5,SE,34516,B,12/8/2025,15300,10/12/2025,Dealer_X,D024,"Helena, MT",MT,59601,FT,13,4,25800,BATCH_002
VIN_XXXXXXXXXX557,2024,HYUNDAI,IONIQ 5,SEL,8435,A,10/20/2025,23000,11/28/2025,Dealer_KK,D037,"Boise, ID",ID,83702,FT,13,1,36650,BATCH_003
VIN_XXXXXXXXXX558,2022,HYUNDAI,IONIQ 5,SE,45217,C,11/18/2025,16600,1/30/2026,Dealer_Q,D017,"Juneau, AK",AK,99801,ET,13,3,30700,BATCH_002
VIN_XXXXXXXXXX559,2022,HYUNDAI,IONIQ 5,SE,32717,B,10/25/2025,17900,11/12/2025,Dealer_U,D021,"Pierre, SD",SD,57501,FT,13,4,30200,BATCH_002
VIN_XXXXXXXXXX560,2024,HYUNDAI,IONIQ 5,SEL,7067,A,2/1/2026,23050,12/12/2025,Dealer_II,D035,"Denver, CO",CO,80202,FT,13,1,36600,BATCH_001
VIN_XXXXXXXXXX561,2022,HYUNDAI,IONIQ 5,SE,45438,C,12/12/2025,13900,10/28/2025,Dealer_N,D014,"Las Vegas, NV",NV,89101,FT,13,4,25200,BATCH_002
VIN_XXXXXXXXXX562,2023,HYUNDAI,IONIQ 5,Limited,15687,A,1/10/2026,20150,12/30/2025,Dealer_OO,D041,"Oklahoma City, OK",OK,73101,FT,13,2,31500,BATCH_001
VIN_XXXXXXXXXX563,2024,HYUNDAI,IONIQ 5,SEL,13576,A,1/15/2026,25200,11/25/2025,Dealer_A,D001,"Portland, OR",OR,97201,ET,13,1,39600,BATCH_003
VIN_XXXXXXXXXX564,2024,HYUNDAI,IONIQ 5,SEL,8238,A,10/18/2025,27500,11/25/2025,Dealer_P,D016,"Richmond, VA",VA,23218,FT,13,1,43450,BATCH_003
VIN_XXXXXXXXXX565,2022,HYUNDAI,IONIQ 5,SE,44821,C,11/25/2025,16700,2/1/2026,Dealer_JJ,D036,"San Diego, CA",CA,92101,ET,13,4,30450,BATCH_002
VIN_XXXXXXXXXX566,2022,HYUNDAI,IONIQ 5,SE,29590,B,2/1/2026,18250,1/12/2026,Dealer_OO,D041,"Oklahoma City, OK",OK,73101,FT,13,4,31350,BATCH_003
VIN_XXXXXXXXXX567,2022,HYUNDAI,IONIQ 5,SE,27441,B,12/8/2025,17150,10/25/2025,Dealer_AA,D027,"Nashville, TN",TN,37201,ET,13,4,28700,BATCH_002
VIN_XXXXXXXXXX568,2022,HYUNDAI,IONIQ 5,SE,43970,C,11/12/2025,14700,2/2/2026,Dealer_KK,D037,"Boise, ID",ID,83702,FT,13,3,26850,BATCH_002
VIN_XXXXXXXXXX569,2024,HYUNDAI,IONIQ 5,SEL,10643,A,12/2/2025,21850,10/12/2025,Dealer_DD,D030,"San Antonio, TX",TX,78201,FT,13,1,34700,BATCH_001
VIN_XXXXXXXXXX570,2024,HYUNDAI,IONIQ 5,SEL,9058,A,1/8/2026,24700,11/22/2025,Dealer_V,D022,"Minneapolis, MN",MN,55401,ET,13,1,39000,BATCH_003
VIN_XXXXXXXXXX571,2023,HYUNDAI,IONIQ 5,Limited,18693,A,11/18/2025,23850,1/28/2026,Dealer_U,D021,"Pierre, SD",SD,57501,FT,13,2,37450,BATCH_001
VIN_XXXXXXXXXX572,2024,HYUNDAI,IONIQ 5,SEL,12760,A,10/30/2025,22200,12/20/2025,Dealer_K,D011,"Des Moines, IA",IA,50309,ET,13,1,35050,BATCH_003
VIN_XXXXXXXXXX573,2023,HYUNDAI,IONIQ 5,Limited,19526,A,2/2/2026,22250,12/22/2025,Dealer_UU,D047,"Columbus, OH",OH,43201,ET,13,2,35250,BATCH_001
VIN_XXXXXXXXXX574,2022,HYUNDAI,IONIQ 5,SE,43392,C,11/30/2025,16250,11/28/2025,Dealer_OO,D041,"Oklahoma City, OK",OK,73101,FT,13,3,29600,BATCH_002
VIN_XXXXXXXXXX575,2022,HYUNDAI,IONIQ 5,SE,34194,C,12/25/2025,16000,10/22/2025,Dealer_Q,D017,"Juneau, AK",AK,99801,ET,13,4,28950,BATCH_002
VIN_XXXXXXXXXX576,2024,HYUNDAI,IONIQ 5,SEL,7520,A,10/15/2025,22650,12/18/2025,Dealer_XX,D050,"Salem, OR",OR,97301,ET,13,1,35950,BATCH_003
VIN_XXXXXXXXXX577,2024,HYUNDAI,IONIQ 5,SEL,12115,A,1/12/2026,25900,11/22/2025,Dealer_H,D008,"Topeka, KS",KS,66603,FT,13,1,40650,BATCH_003
VIN_XXXXXXXXXX578,2024,HYUNDAI,IONIQ 5,SEL,8532,A,10/28/2025,26000,1/22/2026,Dealer_Q,D017,"Juneau, AK",AK,99801,ET,13,1,41350,BATCH_001
VIN_XXXXXXXXXX579,2023,HYUNDAI,IONIQ 5,Limited,22405,B,2/1/2026,17950,11/22/2025,Dealer_BB,D028,"Kansas City, MO",MO,64101,ET,13,2,28700,BATCH_001
VIN_XXXXXXXXXX580,2022,HYUNDAI,IONIQ 5,SE,38697,C,11/18/2025,13450,11/20/2025,Dealer_JJ,D036,"San Diego, CA",CA,92101,FT,13,3,24400,BATCH_003
VIN_XXXXXXXXXX581,2022,HYUNDAI,IONIQ 5,SE,38283,C,10/18/2025,16700,11/25/2025,Dealer_II,D035,"Denver, CO",CO,80202,FT,13,3,30450,BATCH_002
VIN_XXXXXXXXXX582,2022,HYUNDAI,IONIQ 5,SE,31062,B,10/30/2025,18750,11/25/2025,Dealer_MM,D039,"Buffalo, NY",NY,14201,FT,13,4,31050,BATCH_002
VIN_XXXXXXXXXX583,2023,HYUNDAI,IONIQ 5,Limited,20376,A,2/1/2026,22550,11/8/2025,Dealer_SS,D045,"Tampa, FL",FL,33601,FT,13,2,35250,BATCH_001
VIN_XXXXXXXXXX584,2024,HYUNDAI,IONIQ 5,SEL,11126,A,1/20/2026,24000,12/18/2025,Dealer_UU,D047,"Columbus, OH",OH,43201,ET,13,1,37950,BATCH_003
VIN_XXXXXXXXXX585,2022,HYUNDAI,IONIQ 5,SE,33231,B,12/15/2025,16650,10/25/2025,Dealer_O,D015,"Boston, MA",MA,2101,ET,13,4,27900,BATCH_002
VIN_XXXXXXXXXX586,2024,HYUNDAI,IONIQ 5,SEL,7876,A,1/28/2026,21900,12/25/2025,Dealer_KK,D037,"Boise, ID",ID,83702,FT,13,1,34950,BATCH_003
VIN_XXXXXXXXXX587,2022,HYUNDAI,IONIQ 5,SE,37847,C,1/28/2026,14750,1/30/2026,Dealer_M,D013,"Dallas, TX",TX,75201,ET,13,4,26450,BATCH_003
VIN_XXXXXXXXXX588,2023,HYUNDAI,IONIQ 5,Limited,22747,B,1/18/2026,21550,12/15/2025,Dealer_G,D007,"Phoenix, AZ",AZ,85001,ET,13,2,34150,BATCH_002
VIN_XXXXXXXXXX589,2023,HYUNDAI,IONIQ 5,Limited,23100,B,11/5/2025,20500,1/30/2026,Dealer_Z,D026,"Cheyenne, WY",WY,82001,ET,13,2,32750,BATCH_001
VIN_XXXXXXXXXX590,2023,HYUNDAI,IONIQ 5,Limited,19656,A,2/1/2026,20150,11/5/2025,Dealer_EE,D031,"Salt Lake City, UT",UT,84101,FT,13,2,31800,BATCH_001
VIN_XXXXXXXXXX591,2023,HYUNDAI,IONIQ 5,Limited,26361,B,11/30/2025,18750,1/15/2026,Dealer_EE,D031,"Salt Lake City, UT",UT,84101,FT,13,2,29900,BATCH_001
VIN_XXXXXXXXXX592,2024,HYUNDAI,IONIQ 5,SEL,14498,A,12/30/2025,24900,11/8/2025,Dealer_Y,D025,"Indianapolis, IN",IN,46201,FT,13,1,39050,BATCH_003
VIN_XXXXXXXXXX593,2023,HYUNDAI,IONIQ 5,Limited,26282,B,2/2/2026,20150,11/30/2025,Dealer_OO,D041,"Oklahoma City, OK",OK,73101,FT,13,2,32200,BATCH_001
VIN_XXXXXXXXXX594,2024,HYUNDAI,IONIQ 5,SEL,6718,A,10/12/2025,22050,11/15/2025,Dealer_L,D012,"Baton Rouge, LA",LA,70801,FT,13,1,35250,BATCH_003
VIN_XXXXXXXXXX595,2024,HYUNDAI,IONIQ 5,SEL,7108,A,1/12/2026,25850,12/8/2025,Dealer_NN,D040,"Little Rock, AR",AR,72201,ET,13,1,40750,BATCH_003
VIN_XXXXXXXXXX596,2022,HYUNDAI,IONIQ 5,SE,35636,C,12/8/2025,18650,10/25/2025,Dealer_MM,D039,"Buffalo, NY",NY,14201,FT,13,3,32850,BATCH_002
VIN_XXXXXXXXXX597,2023,HYUNDAI,IONIQ 5,Limited,19156,A,11/15/2025,23950,1/30/2026,Dealer_DD,D030,"San Antonio, TX",TX,78201,FT,13,2,37550,BATCH_001
VIN_XXXXXXXXXX598,2023,HYUNDAI,IONIQ 5,Limited,28106,B,2/2/2026,19200,12/5/2025,Dealer_Z,D026,"Cheyenne, WY",WY,82001,ET,13,2,30550,BATCH_001
VIN_XXXXXXXXXX599,2023,HYUNDAI,IONIQ 5,Limited,14854,A,1/25/2026,24050,10/20/2025,Dealer_M,D013,"Dallas, TX",TX,75201,FT,13,2,37650,BATCH_001
VIN_XXXXXXXXXX600,2022,HYUNDAI,IONIQ 5,SE,44934,C,11/12/2025,16050,2/2/2026,Dealer_E,D005,"Seattle, WA",WA,98101,FT,13,3,29450,BATCH_002
VIN_XXXXXXXXXX601,2023,HYUNDAI,IONIQ 5,Limited,24543,B,1/30/2026,19500,12/12/2025,Dealer_E,D005,"Seattle, WA",WA,98101,FT,13,2,31100,BATCH_001
VIN_XXXXXXXXXX602,2022,HYUNDAI,IONIQ 5,SE,40406,C,10/18/2025,13650,11/15/2025,Dealer_UU,D047,"Columbus, OH",OH,43201,ET,13,4,24750,BATCH_002
VIN_XXXXXXXXXX603,2024,HYUNDAI,IONIQ 5,SEL,10666,A,1/20/2026,20950,12/8/2025,Dealer_B,D002,"Sacramento, CA",CA,95814,FT,13,1,32950,BATCH_003
VIN_XXXXXXXXXX604,2024,HYUNDAI,IONIQ 5,SEL,8488,A,1/18/2026,24850,12/10/2025,Dealer_L,D012,"Baton Rouge, LA",LA,70801,FT,13,1,39250,BATCH_003
VIN_XXXXXXXXXX605,2024,HYUNDAI,IONIQ 5,SEL,8393,A,11/15/2025,23100,10/12/2025,Dealer_EE,D031,"Salt Lake City, UT",UT,84101,FT,13,1,36600,BATCH_001
VIN_XXXXXXXXXX606,2024,HYUNDAI,IONIQ 5,SEL,7815,A,1/28/2026,27050,11/18/2025,Dealer_TT,D046,"Providence, RI",RI,2901,ET,13,1,43250,BATCH_003
VIN_XXXXXXXXXX607,2022,HYUNDAI,IONIQ 5,SE,45519,C,11/22/2025,17200,2/1/2026,Dealer_QQ,D043,"Bismarck, ND",ND,58501,ET,13,3,31300,BATCH_002
VIN_XXXXXXXXXX608,2024,HYUNDAI,IONIQ 5,SEL,8413,A,12/22/2025,25650,10/22/2025,Dealer_W,D023,"Atlanta, GA",GA,30303,ET,13,1,40550,BATCH_003
VIN_XXXXXXXXXX609,2022,HYUNDAI,IONIQ 5,SE,42012,C,10/25/2025,15200,11/15/2025,Dealer_H,D008,"Topeka, KS",KS,66603,FT,13,3,27450,BATCH_002
VIN_XXXXXXXXXX610,2023,HYUNDAI,IONIQ 5,Limited,22023,B,2/2/2026,21450,1/20/2026,Dealer_A,D001,"Portland, OR",OR,97201,FT,13,2,33250,BATCH_003
VIN_XXXXXXXXXX611,2023,HYUNDAI,IONIQ 5,Limited,18146,B,10/28/2025,18150,11/5/2025,Dealer_G,D007,"Phoenix, AZ",AZ,85001,ET,13,2,28650,BATCH_003
VIN_XXXXXXXXXX612,2023,HYUNDAI,IONIQ 5,Limited,27849,B,2/2/2026,18850,12/8/2025,Dealer_J,D010,"Philadelphia, PA",PA,19101,ET,13,2,29950,BATCH_001
VIN_XXXXXXXXXX613,2022,HYUNDAI,IONIQ 5,SE,43028,C,11/10/2025,16550,2/1/2026,Dealer_FF,D032,"Birmingham, AL",AL,35203,ET,13,4,30200,BATCH_002
VIN_XXXXXXXXXX614,2023,HYUNDAI,IONIQ 5,Limited,17615,A,1/25/2026,25350,1/30/2026,Dealer_WW,D049,"Carson City, NV",NV,89701,FT,13,2,39500,BATCH_002
VIN_XXXXXXXXXX615,2024,HYUNDAI,IONIQ 5,SEL,8366,A,10/30/2025,23450,12/22/2025,Dealer_FF,D032,"Birmingham, AL",AL,35203,ET,13,1,37350,BATCH_003
VIN_XXXXXXXXXX616,2023,HYUNDAI,IONIQ 5,Limited,16243,A,1/25/2026,21300,12/18/2025,Dealer_F,D006,"Olympia, WA",WA,98501,FT,13,2,33300,BATCH_001
VIN_XXXXXXXXXX617,2022,HYUNDAI,IONIQ 5,SE,31968,B,12/12/2025,15050,10/20/2025,Dealer_O,D015,"Boston, MA",MA,2101,ET,13,4,25650,BATCH_002
VIN_XXXXXXXXXX618,2023,HYUNDAI,IONIQ 5,Limited,19598,A,11/30/2025,19850,1/10/2026,Dealer_A,D001,"Portland, OR",OR,97201,ET,13,2,31600,BATCH_001
VIN_XXXXXXXXXX619,2022,HYUNDAI,IONIQ 5,SE,36894,B,12/20/2025,17800,10/22/2025,Dealer_D,D004,"Charlotte, NC",NC,28201,FT,13,4,29850,BATCH_002
VIN_XXXXXXXXXX620,2023,HYUNDAI,IONIQ 5,Limited,23394,B,1/12/2026,18950,11/5/2025,Dealer_U,D021,"Pierre, SD",SD,57501,ET,13,2,30250,BATCH_002
VIN_XXXXXXXXXX621,2022,HYUNDAI,IONIQ 5,SE,31879,B,10/30/2025,17800,11/25/2025,Dealer_P,D016,"Richmond, VA",VA,23218,ET,13,3,30600,BATCH_002
VIN_XXXXXXXXXX622,2022,HYUNDAI,IONIQ 5,SE,34315,C,11/5/2025,16700,2/1/2026,Dealer_A,D001,"Portland, OR",OR,97201,ET,13,3,30550,BATCH_002
VIN_XXXXXXXXXX623,2024,HYUNDAI,IONIQ 5,SEL,12916,A,11/15/2025,24300,12/25/2025,Dealer_X,D024,"Helena, MT",MT,59601,ET,13,1,38600,BATCH_003
VIN_XXXXXXXXXX624,2023,HYUNDAI,IONIQ 5,Limited,23597,B,2/2/2026,21900,12/5/2025,Dealer_WW,D049,"Carson City, NV",NV,89701,ET,13,2,34900,BATCH_001
VIN_XXXXXXXXXX625,2023,HYUNDAI,IONIQ 5,Limited,23343,B,1/28/2026,19850,11/28/2025,Dealer_AA,D027,"Nashville, TN",TN,37201,ET,13,2,31700,BATCH_001
VIN_XXXXXXXXXX626,2024,HYUNDAI,IONIQ 5,SEL,11721,A,12/28/2025,26700,10/20/2025,Dealer_EE,D031,"Salt Lake City, UT",UT,84101,FT,13,1,42200,BATCH_003
VIN_XXXXXXXXXX627,2022,HYUNDAI,IONIQ 5,SE,35412,C,10/30/2025,16900,12/5/2025,Dealer_AA,D027,"Nashville, TN",TN,37201,ET,13,3,30650,BATCH_002
VIN_XXXXXXXXXX628,2023,HYUNDAI,IONIQ 5,Limited,17873,A,1/10/2026,24700,10/15/2025,Dealer_B,D002,"Sacramento, CA",CA,95814,FT,13,2,38800,BATCH_001
VIN_XXXXXXXXXX629,2024,HYUNDAI,IONIQ 5,SEL,13097,A,10/25/2025,22100,12/8/2025,Dealer_FF,D032,"Birmingham, AL",AL,35203,ET,13,1,34950,BATCH_001
VIN_XXXXXXXXXX630,2024,HYUNDAI,IONIQ 5,SEL,13715,A,12/28/2025,20300,10/20/2025,Dealer_D,D004,"Charlotte, NC",NC,28201,FT,13,1,31800,BATCH_003
VIN_XXXXXXXXXX631,2024,HYUNDAI,IONIQ 5,SEL,12177,A,1/20/2026,24950,11/30/2025,Dealer_WW,D049,"Carson City, NV",NV,89701,ET,13,1,39600,BATCH_003
VIN_XXXXXXXXXX632,2023,HYUNDAI,IONIQ 5,Limited,18283,A,2/2/2026,26500,12/20/2025,Dealer_O,D015,"Boston, MA",MA,2101,ET,13,2,41600,BATCH_001
VIN_XXXXXXXXXX633,2023,HYUNDAI,IONIQ 5,Limited,17560,A,2/1/2026,20250,11/25/2025,Dealer_H,D008,"Topeka, KS",KS,66603,FT,13,2,32200,BATCH_001
VIN_XXXXXXXXXX634,2022,HYUNDAI,IONIQ 5,SE,33721,C,11/12/2025,16750,12/22/2025,Dealer_LL,D038,"Miami, FL",FL,33101,FT,13,4,30450,BATCH_002
VIN_XXXXXXXXXX635,2022,HYUNDAI,IONIQ 5,SE,25223,B,12/30/2025,20550,10/18/2025,Dealer_XX,D050,"Salem, OR",OR,97301,ET,13,4,34400,BATCH_002
VIN_XXXXXXXXXX636,2022,HYUNDAI,IONIQ 5,SE,30864,B,10/15/2025,19800,12/25/2025,Dealer_I,D009,"Charleston, SC",SC,29401,ET,13,4,33450,BATCH_002
VIN_XXXXXXXXXX637,2023,HYUNDAI,IONIQ 5,Limited,30406,B,12/15/2025,17100,10/28/2025,Dealer_PP,D042,"Milwaukee, WI",WI,53201,FT,13,2,27350,BATCH_002
VIN_XXXXXXXXXX638,2024,HYUNDAI,IONIQ 5,SEL,9340,A,10/20/2025,25850,12/12/2025,Dealer_Z,D026,"Cheyenne, WY",WY,82001,FT,13,1,40800,BATCH_003
VIN_XXXXXXXXXX639,2023,HYUNDAI,IONIQ 5,Limited,21466,A,1/12/2026,20000,11/28/2025,Dealer_BB,D028,"Kansas City, MO",MO,64101,ET,13,2,31200,BATCH_001
VIN_XXXXXXXXXX640,2023,HYUNDAI,IONIQ 5,Limited,17894,A,11/30/2025,20700,1/8/2026,Dealer_V,D022,"Minneapolis, MN",MN,55401,ET,13,2,32400,BATCH_001
VIN_XXXXXXXXXX641,2024,HYUNDAI,IONIQ 5,SEL,7822,A,12/15/2025,22000,10/30/2025,Dealer_G,D007,"Phoenix, AZ",AZ,85001,ET,13,1,35000,BATCH_003
VIN_XXXXXXXXXX642,2022,HYUNDAI,IONIQ 5,SE,28717,B,12/28/2025,19100,10/25/2025,Dealer_DD,D030,"San Antonio, TX",TX,78201,ET,13,3,32250,BATCH_002
VIN_XXXXXXXXXX643,2022,HYUNDAI,IONIQ 5,SE,41085,C,10/5/2025,16400,12/3/2025,Dealer_S,D019,"Detroit, MI",MI,48201,ET,13,3,29800,BATCH_002
VIN_XXXXXXXXXX644,2024,HYUNDAI,IONIQ 5,SEL,7884,A,12/25/2025,27800,10/18/2025,Dealer_J,D010,"Philadelphia, PA",PA,19101,ET,13,1,44100,BATCH_003
VIN_XXXXXXXXXX645,2023,HYUNDAI,IONIQ 5,Limited,25067,B,11/18/2025,18300,2/1/2026,Dealer_F,D006,"Olympia, WA",WA,98501,ET,13,2,29050,BATCH_002
VIN_XXXXXXXXXX646,2024,HYUNDAI,IONIQ 5,SEL,9056,A,11/12/2025,23450,11/25/2025,Dealer_P,D016,"Richmond, VA",VA,23218,FT,13,1,37250,BATCH_001
VIN_XXXXXXXXXX647,2022,HYUNDAI,IONIQ 5,SE,37177,B,11/25/2025,17100,2/1/2026,Dealer_O,D015,"Boston, MA",MA,2101,ET,13,4,28850,BATCH_002
VIN_XXXXXXXXXX648,2022,HYUNDAI,IONIQ 5,SE,35429,B,10/22/2025,15600,12/3/2025,Dealer_J,D010,"Philadelphia, PA",PA,19101,ET,13,4,26650,BATCH_002
VIN_XXXXXXXXXX649,2024,HYUNDAI,IONIQ 5,SEL,10906,A,10/28/2025,26750,11/20/2025,Dealer_LL,D038,"Miami, FL",FL,33101,FT,13,1,42450,BATCH_003
VIN_XXXXXXXXXX650,2024,HYUNDAI,IONIQ 5,SEL,8028,A,10/12/2025,27250,2/1/2026,Dealer_JJ,D036,"San Diego, CA",CA,92101,ET,13,1,43300,BATCH_001
